TITLE,PRICE,Year,Mileage,Fuel Type,Horsepower,Transmission,Page,Link
Suzuki Mehran  2015 VX Euro II for Sale,PKR 10 lacs,2015,2 km,Petrol,796 cc,Manual,page 102,https://www.pakwheels.com/used-cars/suzuki-mehran-2015-for-sale-in-pak-pattan-sharif-11165245
Honda Accord  2003 Type S for Sale,PKR 28 lacs,2003,"140,000 km",Petrol,2400 cc,Automatic,page 102,https://www.pakwheels.com/used-cars/honda-accord-2003-for-sale-in-lahore-11165176
Honda City 5th (GM2) Generation 2010 1.3 i-VTEC for Sale,PKR 24.25 lacs,2010,"106,000 km",Petrol,1300 cc,Manual,page 102,https://www.pakwheels.com/used-cars/honda-city-2010-for-sale-in-karachi-11165173
Suzuki FX  1984  for Sale,PKR 3.6 lacs,1984,"100,000 km",Petrol,800 cc,Manual,page 102,https://www.pakwheels.com/used-cars/suzuki-fx-1984-for-sale-in-islamabad-11164505
Honda City  2015 1.3 i-VTEC for Sale,PKR 32 lacs,2015,"149,000 km",Petrol,1300 cc,Manual,page 102,https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-rawalpindi-11165162
Toyota Crown  2020 RS Advance for Sale,PKR 2.85 crore,2020,"61,000 km",Hybrid,2500 cc,Automatic,page 102,https://www.pakwheels.com/used-cars/toyota-crown-2020-for-sale-in-islamabad-11165127
Honda City 5th (GM2) Generation 2020 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 42 lacs,2020,"112,000 km",Petrol,1500 cc,Automatic,page 102,https://www.pakwheels.com/used-cars/honda-city-2020-for-sale-in-karachi-11165091
Honda City 5th (GM2) Generation 2019 1.3 i-VTEC for Sale,PKR 35 lacs,2019,"177,000 km",Petrol,1300 cc,Manual,page 102,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-chiniot-11165049
Toyota Vitz  2007 B 1.0 for Sale,PKR 23.9 lacs,2007,"129,000 km",Petrol,1000 cc,Automatic,page 102,https://www.pakwheels.com/used-cars/toyota-vitz-2007-for-sale-in-wah-cantt-11164998
Suzuki Alto  2012 VXR for Sale,PKR 12.7 lacs,2012,"100,000 km",Petrol,1000 cc,Manual,page 102,https://www.pakwheels.com/used-cars/suzuki-alto-2012-for-sale-in-gujrat-11164984
Suzuki Swift  2022 GL CVT for Sale,PKR 39.5 lacs,2022,"68,500 km",Petrol,1200 cc,Automatic,page 102,https://www.pakwheels.com/used-cars/suzuki-swift-2022-for-sale-in-islamabad-11164966
Honda City  2015 Aspire 1.3 i-VTEC for Sale,PKR 30.69 lacs,2015,"139,500 km",Petrol,1300 cc,Manual,page 102,https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-lahore-11164691
Honda City 5th (GM2) Generation 2013 1.3 i-VTEC for Sale,PKR 24.8 lacs,2013,"115,000 km",Petrol,1300 cc,Manual,page 102,https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-karachi-11164950
Toyota Hilux  2018 Revo G 2.8 for Sale,PKR 91 lacs,2018,"122,453 km",Diesel,2800 cc,Automatic,page 103,https://www.pakwheels.com/used-cars/toyota-hilux-2018-for-sale-in-karachi-11161753
Honda City  2001 EXi for Sale,PKR 12.5 lacs,2001,"156,000 km",Petrol,1300 cc,Manual,page 103,https://www.pakwheels.com/used-cars/honda-city-2001-for-sale-in-lahore-11164943
Honda City 5th (GM2) Generation 2012 1.3 i-VTEC for Sale,PKR 25 lacs,2012,"93,000 km",Petrol,1300 cc,Manual,page 103,https://www.pakwheels.com/used-cars/honda-city-2012-for-sale-in-alipur-chatta-11164939
Daihatsu Mira  2019 X SA lll for Sale,PKR 30.5 lacs,2019,"65,000 km",Petrol,660 cc,Automatic,page 103,https://www.pakwheels.com/used-cars/daihatsu-mira-2019-for-sale-in-lahore-11164925
Honda City  2006 i-DSI for Sale,PKR 18.89 lacs,2006,"150,000 km",Petrol,1300 cc,Manual,page 103,https://www.pakwheels.com/used-cars/honda-city-2006-for-sale-in-burewala-11164907
Honda City  2010 1.3 i-VTEC Prosmatec for Sale,PKR 23.5 lacs,2010,126 km,Petrol,1300 cc,Automatic,page 103,https://www.pakwheels.com/used-cars/honda-city-2010-for-sale-in-karachi-11164902
Daihatsu Mira  2014 L for Sale,PKR 26 lacs,2014,"77,000 km",Petrol,660 cc,Automatic,page 103,https://www.pakwheels.com/used-cars/daihatsu-mira-2014-for-sale-in-karachi-11164900
Honda City 5th (GM2) Generation 2018 1.3 i-VTEC Prosmatec for Sale,PKR 38 lacs,2018,"148,000 km",Petrol,1300 cc,Automatic,page 103,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-lahore-11164895
Honda City 5th (GM2) Generation 2016 Aspire 1.5 i-VTEC for Sale,PKR 27.98 lacs,2016,"100,000 km",Petrol,1500 cc,Manual,page 103,https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-faisalabad-11164885
Honda City 5th (GM2) Generation 2012 1.3 i-VTEC for Sale,PKR 26 lacs,2012,"100,000 km",Petrol,1300 cc,Manual,page 103,https://www.pakwheels.com/used-cars/honda-city-2012-for-sale-in-hasilpur-11164871
Toyota Corolla  2011 XLi VVTi for Sale,PKR 23.85 lacs,2011,"258,000 km",Petrol,1300 cc,Manual,page 103,https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-lahore-11164807
Honda N Wgn  2021 Custom for Sale,PKR 37.25 lacs,2021,"39,000 km",Petrol,660 cc,Automatic,page 103,https://www.pakwheels.com/used-cars/honda-n-wgn-2021-for-sale-in-lahore-11164808
Toyota C-HR  2018 G-LED for Sale,PKR 73 lacs,2018,"110,000 km",Hybrid,1800 cc,Automatic,page 103,https://www.pakwheels.com/used-cars/toyota-c-hr-2018-for-sale-in-islamabad-11002596
Honda City 5th (GM2) Generation 2009 1.3 i-VTEC for Sale,PKR 26 lacs,2009,"219,000 km",Petrol,1300 cc,Manual,page 103,https://www.pakwheels.com/used-cars/honda-city-2009-for-sale-in-islamabad-11164742
Honda City  2014 1.3 i-VTEC for Sale,PKR 31 lacs,2014,"76,000 km",Petrol,1300 cc,Manual,page 103,https://www.pakwheels.com/used-cars/honda-city-2014-for-sale-in-multan-11164513
Honda City  2007 i-DSI for Sale,PKR 18.65 lacs,2007,"195,000 km",Petrol,1300 cc,Manual,page 103,https://www.pakwheels.com/used-cars/honda-city-2007-for-sale-in-lahore-11164716
Honda City 6th Generation 2021 1.5L CVT for Sale,PKR 45.6 lacs,2021,"87,718 km",Petrol,1500 cc,Automatic,page 103,https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-lahore-11164711
Honda City  2004 i-DSI for Sale,PKR 19 lacs,2004,"300,000 km",Petrol,1300 cc,Manual,page 103,https://www.pakwheels.com/used-cars/honda-city-2004-for-sale-in-sialkot-11164695
Honda City 6th Generation 2024 1.2L M/T for Sale,PKR 46.25 lacs,2024,"16,700 km",Petrol,1200 cc,Manual,page 103,https://www.pakwheels.com/used-cars/honda-city-2024-for-sale-in-rawalpindi-11164686
Honda City  2005 i-DSI for Sale,PKR 18 lacs,2005,"165,000 km",Petrol,1300 cc,Manual,page 103,https://www.pakwheels.com/used-cars/honda-city-2005-for-sale-in-lahore-11164680
Honda City 5th (GM2) Generation 2018 1.3 i-VTEC Prosmatec for Sale,PKR 38.8 lacs,2018,"66,000 km",Petrol,1300 cc,Automatic,page 103,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-sialkot-11164605
Toyota Prius  2013 L 1.8 for Sale,PKR 46.5 lacs,2013,"130,000 km",Hybrid,1800 cc,Automatic,page 103,https://www.pakwheels.com/used-cars/toyota-prius-2013-for-sale-in-islamabad-11004788
Honda City 6th Generation 2021 1.2L M/T for Sale,PKR 44.99 lacs,2021,"7,000 km",Petrol,1200 cc,Manual,page 103,https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-okara-11164636
Mitsubishi Pajero Mini  1999  for Sale,PKR 14.5 lacs,1999,"113,555 km",Petrol,1100 cc,Manual,page 103,https://www.pakwheels.com/used-cars/mitsubishi-pajero-mini-1999-for-sale-in-risalpur-11163907
Honda City 5th (GM2) Generation 2015 1.3 i-VTEC for Sale,PKR 32.25 lacs,2015,"97,000 km",Petrol,1300 cc,Manual,page 103,https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-lahore-11164614
Daihatsu Cuore  2008 CL for Sale,PKR 9.19 lacs,2008,"100,000 km",Petrol,800 cc,Manual,page 104,https://www.pakwheels.com/used-cars/daihatsu-cuore-2008-for-sale-in-khanpur-11164579
Suzuki Cultus  1985 Club for Sale,PKR 3.9 lacs,1985,"10,000 km",Petrol,1000 cc,Manual,page 104,https://www.pakwheels.com/used-cars/suzuki-cultus-1985-for-sale-in-bahawalnagar-11164567
Honda City 5th (GM2) Generation 2017 1.3 i-VTEC for Sale,PKR 34.3 lacs,2017,"117,000 km",Petrol,1300 cc,Manual,page 104,https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-lahore-11064235
Suzuki Mehran  2015 VXR Euro II for Sale,PKR 13 lacs,2015,"90,000 km",Petrol,800 cc,Manual,page 104,https://www.pakwheels.com/used-cars/suzuki-mehran-2015-for-sale-in-lahore-11164485
Honda City  2019 1.3 i-VTEC for Sale,PKR 40.25 lacs,2019,"157,547 km",Petrol,1300 cc,Manual,page 104,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-rawalpindi-11164477
Honda City 5th (GM2) Generation 2018 1.3 i-VTEC for Sale,PKR 36.5 lacs,2018,"98,000 km",Petrol,1300 cc,Manual,page 104,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-lahore-11164437
KIA Picanto  2022 1.0 MT for Sale,PKR 28.5 lacs,2022,"43,000 km",Petrol,1000 cc,Manual,page 104,https://www.pakwheels.com/used-cars/kia-picanto-2022-for-sale-in-karachi-10864759
Honda City  2021 1.2L M/T for Sale,PKR 41.5 lacs,2021,"71,350 km",Petrol,1200 cc,Manual,page 104,https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-lahore-11164335
Honda City 5th (GM2) Generation 2013 1.3 i-VTEC for Sale,PKR 32 lacs,2013,"100,000 km",Petrol,1300 cc,Manual,page 104,https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-peshawar-11164317
Honda City 6th Generation 2022 1.5L ASPIRE CVT for Sale,PKR 46.5 lacs,2022,"64,000 km",Petrol,1500 cc,Automatic,page 104,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-karachi-11142803
Toyota Sienta  2016 Hybrid G for Sale,PKR 53 lacs,2016,"132,000 km",Hybrid,1500 cc,Automatic,page 104,https://www.pakwheels.com/used-cars/toyota-sienta-2016-for-sale-in-karachi-11164286
Toyota Vitz  2014 F Intelligent Package 1.0 for Sale,PKR 35.5 lacs,2014,"123,000 km",Petrol,1000 cc,Automatic,page 104,https://www.pakwheels.com/used-cars/toyota-vitz-2014-for-sale-in-islamabad-11160604
Honda City  2025 1.2L CVT for Sale,PKR 49 lacs,2025,"5,260 km",Petrol,1200 cc,Automatic,page 104,https://www.pakwheels.com/used-cars/honda-city-2025-for-sale-in-dgkhan-11122277
Honda City 5th (GM2) Generation 2010 1.3 i-VTEC for Sale,PKR 24.3 lacs,2010,"195,000 km",Petrol,1300 cc,Manual,page 104,https://www.pakwheels.com/used-cars/honda-city-2010-for-sale-in-multan-11164131
Honda City  2017 1.5 i-VTEC Prosmatec for Sale,PKR 37 lacs,2017,"92,650 km",Petrol,1500 cc,Automatic,page 104,https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-rawalpindi-10794701
Honda City  2013 1.3 i-VTEC for Sale,PKR 29.45 lacs,2013,"130,000 km",Petrol,1300 cc,Manual,page 104,https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-rawalpindi-11115381
Honda City 5th (GM2) Generation 2018 1.3 i-VTEC for Sale,PKR 42 lacs,2018,"91,757 km",Petrol,1300 cc,Manual,page 104,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-faisalabad-11164215
Honda City 5th (GM2) Generation 2009 1.3 i-VTEC Prosmatec for Sale,PKR 27.5 lacs,2009,"110,000 km",Petrol,1300 cc,Automatic,page 104,https://www.pakwheels.com/used-cars/honda-city-2009-for-sale-in-faisalabad-11163526
Suzuki Mehran  2010 VX for Sale,PKR 9 lacs,2010,"5,000 km",Petrol,800 cc,Automatic,page 104,https://www.pakwheels.com/used-cars/suzuki-mehran-2010-for-sale-in-islamabad-11163974
Daihatsu Rocky  2020 Premium G for Sale,PKR 58.5 lacs,2020,"80,000 km",Petrol,1000 cc,Automatic,page 104,https://www.pakwheels.com/used-cars/daihatsu-rocky-2020-for-sale-in-islamabad-11122473
Honda City 5th (GM2) Generation 2016 1.3 i-VTEC for Sale,PKR 35 lacs,2016,10 km,Petrol,1300 cc,Manual,page 104,https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-rawalpindi-11163179
Honda City 5th (GM2) Generation 2015 Aspire 1.5 i-VTEC for Sale,PKR 35 lacs,2015,"111,174 km",Petrol,1500 cc,Manual,page 104,https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-lahore-11162923
Honda City 5th (GM2) Generation 2019 1.3 i-VTEC for Sale,PKR 38 lacs,2019,"82,000 km",Petrol,1300 cc,Manual,page 104,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-lahore-11162971
Honda City  2005 i-DSI for Sale,PKR 18.5 lacs,2005,"146,000 km",Petrol,1300 cc,Manual,page 104,https://www.pakwheels.com/used-cars/honda-city-2005-for-sale-in-lahore-11164087
Suzuki Cultus  2009 VXRi for Sale,PKR 13 lacs,2009,"100,000 km",Petrol,1000 cc,Manual,page 104,https://www.pakwheels.com/used-cars/suzuki-cultus-2009-for-sale-in-kohat-11164085
Honda City 5th (GM2) Generation 2014 Aspire 1.3 i-VTEC for Sale,PKR 33 lacs,2014,"125,000 km",Petrol,1300 cc,Manual,page 105,https://www.pakwheels.com/used-cars/honda-city-2014-for-sale-in-lahore-11164083
Suzuki Cultus  2007 VXLi for Sale,PKR 10.5 lacs,2007,"120,000 km",Petrol,1000 cc,Manual,page 105,https://www.pakwheels.com/used-cars/suzuki-cultus-2007-for-sale-in-swabi-11164069
Honda City  2006 i-DSI for Sale,PKR 18.9 lacs,2006,"165,000 km",Petrol,1300 cc,Manual,page 105,https://www.pakwheels.com/used-cars/honda-city-2006-for-sale-in-multan-11061808
Honda City 5th (GM2) Generation 2012 1.3 i-VTEC Prosmatec for Sale,PKR 26.5 lacs,2012,"117,000 km",Petrol,1300 cc,Automatic,page 105,https://www.pakwheels.com/used-cars/honda-city-2012-for-sale-in-karachi-11095175
Honda City 5th (GM2) Generation 2021 1.3 i-VTEC Prosmatec for Sale,PKR 40.89 lacs,2021,"104,689 km",Petrol,1300 cc,Automatic,page 105,https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-karachi-11163920
Daihatsu Cuore  2000 CX for Sale,PKR 7.4 lacs,2000,"200,000 km",Petrol,800 cc,Manual,page 105,https://www.pakwheels.com/used-cars/daihatsu-cuore-2000-for-sale-in-lahore-11163941
Suzuki Cultus  2004 VXR for Sale,PKR 7.5 lacs,2004,"100,000 km",Petrol,1000 cc,Manual,page 105,https://www.pakwheels.com/used-cars/suzuki-cultus-2004-for-sale-in-lahore-11163936
Nissan Dayz  2014 J for Sale,PKR 21.9 lacs,2014,"1,550 km",Petrol,660 cc,Automatic,page 105,https://www.pakwheels.com/used-cars/nissan-dayz-2014-for-sale-in-lahore-11163926
Honda City  2020 1.3 i-VTEC Prosmatec for Sale,PKR 40.25 lacs,2020,"33,000 km",Petrol,1300 cc,Automatic,page 105,https://www.pakwheels.com/used-cars/honda-city-2020-for-sale-in-multan-11163876
Daihatsu Tanto  2016 Custom RS for Sale,PKR 24.25 lacs,2016,"149,000 km",Petrol,660 cc,Automatic,page 105,https://www.pakwheels.com/used-cars/daihatsu-tanto-2016-for-sale-in-lahore-11163881
Honda City 6th Generation 2022 1.5L ASPIRE CVT for Sale,PKR 46.5 lacs,2022,"46,000 km",Petrol,1500 cc,Automatic,page 105,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-karachi-11163853
Honda City  2006 i-DSI for Sale,PKR 18.9 lacs,2006,"150,000 km",Petrol,1300 cc,Manual,page 105,https://www.pakwheels.com/used-cars/honda-city-2006-for-sale-in-gaggo-mandi-11163846
Honda City  2013 Aspire 1.3 i-VTEC for Sale,PKR 32.9 lacs,2013,"128,000 km",Petrol,1300 cc,Manual,page 105,https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-sargodha-11163835
Honda City  2026 1.2L CVT for Sale,PKR 49.5 lacs,2026,25 km,Petrol,1200 cc,Automatic,page 105,https://www.pakwheels.com/used-cars/honda-city-2026-for-sale-in-lahore-10992762
Honda City 5th (GM2) Generation 2019 1.3 i-VTEC Prosmatec for Sale,PKR 42 lacs,2019,"105,000 km",Petrol,1300 cc,Automatic,page 105,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-islamabad-11163815
Honda City 5th (GM2) Generation 2019 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 41.5 lacs,2019,"88,300 km",Petrol,1500 cc,Automatic,page 105,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-lahore-11163800
Honda City  2026 1.2L CVT for Sale,PKR 49.5 lacs,2026,25 km,Petrol,1200 cc,Automatic,page 105,https://www.pakwheels.com/used-cars/honda-city-2026-for-sale-in-lahore-10992757
Honda City  2010 1.3 i-VTEC for Sale,PKR 26.35 lacs,2010,"250,000 km",Petrol,1300 cc,Manual,page 105,https://www.pakwheels.com/used-cars/honda-city-2010-for-sale-in-islamabad-11163795
KIA Sportage  2022 AWD for Sale,PKR 71 lacs,2022,"33,500 km",Petrol,2000 cc,Automatic,page 105,https://www.pakwheels.com/used-cars/kia-sportage-2022-for-sale-in-karachi-11072586
Toyota Vitz  2009 F 1.0 for Sale,PKR 26.9 lacs,2009,"87,500 km",Petrol,1000 cc,Automatic,page 105,https://www.pakwheels.com/used-cars/toyota-vitz-2009-for-sale-in-lahore-11163751
Honda City  2005 i-DSI for Sale,PKR 16.8 lacs,2005,"150,100 km",Petrol,1300 cc,Manual,page 105,https://www.pakwheels.com/used-cars/honda-city-2005-for-sale-in-hassan-abdal-11125253
Honda City  2005 i-DSI for Sale,PKR 17.5 lacs,2005,"260,700 km",Petrol,1300 cc,Manual,page 105,https://www.pakwheels.com/used-cars/honda-city-2005-for-sale-in-sumandari-11163693
Honda City 5th (GM2) Generation 2013 1.3 i-VTEC for Sale,PKR 28.5 lacs,2013,"91,000 km",Petrol,1300 cc,Manual,page 105,https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-bhakkar-11163685
Honda Vezel  2014 Hybrid Z for Sale,PKR 44.5 lacs,2014,"115,000 km",Hybrid,1500 cc,Automatic,page 105,https://www.pakwheels.com/used-cars/honda-vezel-2014-for-sale-in-islamabad-11163672
Honda City 5th (GM2) Generation 2016 1.3 i-VTEC for Sale,PKR 34.5 lacs,2016,"120,000 km",Petrol,1300 cc,Manual,page 105,https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-vehari-11163653
Honda City  2004 i-DSI for Sale,PKR 18.6 lacs,2004,"147,000 km",Petrol,1300 cc,Manual,page 106,https://www.pakwheels.com/used-cars/honda-city-2004-for-sale-in-karachi-11049274
Honda City  2025 1.2L CVT for Sale,PKR 50 lacs,2025,"3,000 km",Petrol,1200 cc,Automatic,page 106,https://www.pakwheels.com/used-cars/honda-city-2025-for-sale-in-dgkhan-11163629
Honda City  2007 i-DSI Vario for Sale,PKR 26.5 lacs,2007,"136,000 km",Petrol,1300 cc,Automatic,page 106,https://www.pakwheels.com/used-cars/honda-city-2007-for-sale-in-lahore-11162781
Honda City  2016 1.3 i-VTEC for Sale,PKR 33.75 lacs,2016,"117,472 km",Petrol,1300 cc,Manual,page 106,https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-rawalpindi-11163517
Honda City  1998 EXi for Sale,PKR 11 lacs,1998,"150,000 km",Petrol,1300 cc,Manual,page 106,https://www.pakwheels.com/used-cars/honda-city-1998-for-sale-in-islamabad-11163521
Honda City  2015 1.3 i-VTEC for Sale,PKR 31.9 lacs,2015,"114,000 km",Petrol,1300 cc,Manual,page 106,https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-arifwala-11163503
Honda City 6th Generation 2025 1.2L CVT for Sale,PKR 51 lacs,2025,"28,000 km",Petrol,1200 cc,Automatic,page 106,https://www.pakwheels.com/used-cars/honda-city-2025-for-sale-in-jaranwala-11163492
Suzuki Mehran  2007 VXR for Sale,PKR 8.5 lacs,2007,"200,000 km",Petrol,800 cc,Manual,page 106,https://www.pakwheels.com/used-cars/suzuki-mehran-2007-for-sale-in-toba-tek-singh-11163490
Honda City  2011 1.3 i-VTEC for Sale,PKR 25.4 lacs,2011,"132,580 km",Petrol,1300 cc,Manual,page 106,https://www.pakwheels.com/used-cars/honda-city-2011-for-sale-in-rahim-yar-khan-11163447
Honda City 5th (GM2) Generation 2019 1.3 i-VTEC Prosmatec for Sale,PKR 35.8 lacs,2019,"114,000 km",Petrol,1300 cc,Automatic,page 106,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-rahim-yar-khan-11152850
Honda Civic  2001 VTi 1.6 for Sale,PKR 12.49 lacs,2001,"285,000 km",Petrol,1600 cc,Manual,page 106,https://www.pakwheels.com/used-cars/honda-civic-2001-for-sale-in-karachi-11048873
Honda City  2021 1.5 i-VTEC Prosmatec for Sale,PKR 46.5 lacs,2021,"14,900 km",Petrol,1500 cc,Automatic,page 106,https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-lahore-11163418
Honda City 5th (GM2) Generation 2015 1.3 i-VTEC for Sale,PKR 31.5 lacs,2015,"91,000 km",Petrol,1300 cc,Manual,page 106,https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-multan-10846958
Honda City  2007 i-DSI for Sale,PKR 22 lacs,2007,"149,000 km",Petrol,1300 cc,Manual,page 106,https://www.pakwheels.com/used-cars/honda-city-2007-for-sale-in-rawalpindi-11163391
Honda City  2013 1.3 i-VTEC for Sale,PKR 29.2 lacs,2013,"112,233 km",Petrol,1300 cc,Manual,page 106,https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-peshawar-11101479
Honda Fit  2015 1.5 Hybrid S Package for Sale,PKR 33.25 lacs,2015,"85,000 km",Hybrid,1500 cc,Automatic,page 106,https://www.pakwheels.com/used-cars/honda-fit-2015-for-sale-in-lahore-11163357
Daihatsu Terios  2011 4x2 Automatic for Sale,PKR 42 lacs,2011,"137,500 km",Petrol,1500 cc,Automatic,page 106,https://www.pakwheels.com/used-cars/daihatsu-terios-2011-for-sale-in-karachi-11163329
Honda City 5th (GM2) Generation 2019 1.3 i-VTEC for Sale,PKR 38.5 lacs,2019,125 km,Petrol,1300 cc,Manual,page 106,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-phalia-11163324
Toyota C-HR  2017 G-LED for Sale,PKR 70 lacs,2017,"140,000 km",Hybrid,1800 cc,Automatic,page 106,https://www.pakwheels.com/used-cars/toyota-c-hr-2017-for-sale-in-hafizabad-11163314
Honda City  2018 1.3 i-VTEC for Sale,PKR 37.5 lacs,2018,"72,000 km",Petrol,1300 cc,Manual,page 106,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-faisalabad-11163284
Honda City  2002 EXi for Sale,PKR 14.5 lacs,2002,"162,000 km",Petrol,1300 cc,Automatic,page 106,https://www.pakwheels.com/used-cars/honda-city-2002-for-sale-in-lahore-11163237
Honda City 5th (GM2) Generation 2015 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 31.5 lacs,2015,"86,000 km",Petrol,1500 cc,Automatic,page 106,https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-bahawalpur-11163219
Honda City 5th (GM2) Generation 2019 1.3 i-VTEC Prosmatec for Sale,PKR 40.5 lacs,2019,"80,000 km",Petrol,1300 cc,Automatic,page 106,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-gujranwala-11163195
Suzuki Alto  2005  for Sale,PKR 7.6 lacs,2005,"298,000 km",Petrol,1000 cc,Manual,page 106,https://www.pakwheels.com/used-cars/suzuki-alto-2005-for-sale-in-karachi-11163151
Honda City 5th (GM2) Generation 2013 Aspire 1.5 i-VTEC for Sale,PKR 31.5 lacs,2013,"87,165 km",Petrol,1500 cc,Manual,page 106,https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-lahore-11163121
Honda City  2020 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 42 lacs,2020,"62,000 km",Petrol,1500 cc,Automatic,page 107,https://www.pakwheels.com/used-cars/honda-city-2020-for-sale-in-hyderabad-11137148
Honda City 6th Generation 2024 1.2L CVT for Sale,PKR 48.35 lacs,2024,"21,000 km",Petrol,1200 cc,Automatic,page 107,https://www.pakwheels.com/used-cars/honda-city-2024-for-sale-in-islamabad-10986635
Honda City  1998  for Sale,PKR 9.5 lacs,1998,"90,000 km",Petrol,1500 cc,Manual,page 107,https://www.pakwheels.com/used-cars/honda-city-1998-for-sale-in-islamabad-11163058
Honda City  2004 i-DSI Vario for Sale,PKR 19.65 lacs,2004,"145,000 km",Petrol,1300 cc,Automatic,page 107,https://www.pakwheels.com/used-cars/honda-city-2004-for-sale-in-lahore-11163055
Honda City  2018 1.3 i-VTEC Prosmatec for Sale,PKR 37.5 lacs,2018,"148,000 km",Petrol,1300 cc,Automatic,page 107,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-lahore-11163021
Honda City 5th (GM2) Generation 2014 1.3 i-VTEC for Sale,PKR 29 lacs,2014,"200,000 km",Petrol,1300 cc,Manual,page 107,https://www.pakwheels.com/used-cars/honda-city-2014-for-sale-in-islamabad-11163000
Honda City 5th (GM2) Generation 2019 1.3 i-VTEC Prosmatec for Sale,PKR 45 lacs,2019,"52,000 km",Petrol,1300 cc,Automatic,page 107,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-gujrat-11162991
Honda City  1997 EXi for Sale,PKR 8.1 lacs,1997,"100,000 km",Petrol,1300 cc,Manual,page 107,https://www.pakwheels.com/used-cars/honda-city-1997-for-sale-in-karachi-11162983
Suzuki Wagon R  2022 AGS for Sale,PKR 33.5 lacs,2022,"26,000 km",Petrol,1000 cc,Automatic,page 107,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2022-for-sale-in-islamabad-11162977
Honda City  2022 1.5L ASPIRE CVT for Sale,PKR 54 lacs,2022,"32,700 km",Petrol,1500 cc,Automatic,page 107,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-lahore-11162951
Honda City  2021 1.2L M/T for Sale,PKR 44 lacs,2021,"46,300 km",Petrol,1200 cc,Manual,page 107,https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-lahore-11049333
Honda City  2007 VTEC Steermatic for Sale,PKR 23.9 lacs,2007,"300,000 km",Petrol,1500 cc,Automatic,page 107,https://www.pakwheels.com/used-cars/honda-city-2007-for-sale-in-rawalpindi-11162928
Honda City 5th (GM2) Generation 2015 1.3 i-VTEC for Sale,PKR 34.5 lacs,2015,"71,000 km",Petrol,1300 cc,Manual,page 107,https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-karachi-11161839
Suzuki Mehran  2008 VX for Sale,PKR 8.1 lacs,2008,"108,000 km",Petrol,800 cc,Manual,page 107,https://www.pakwheels.com/used-cars/suzuki-mehran-2008-for-sale-in-faisalabad-11162865
