TITLE,PRICE,Year,Mileage,Fuel Type,Horsepower,Transmission,Page,Link
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 63.5 lacs,2021,"70,000 km",Petrol,1800 cc,Automatic,page 109,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-lahore-11153779
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,PKR 75 lacs,2020,"18,500 km",Petrol,1800 cc,Automatic,page 109,https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-islamabad-11156859
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 44 lacs,2017,"135,000 km",Petrol,1800 cc,Automatic,page 109,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-islamabad-11131043
Honda Civic  2017 Turbo 1.5 VTEC CVT for Sale,PKR 53 lacs,2017,"54,000 km",Petrol,1500 cc,Automatic,page 109,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-lahore-11156842
DFSK Glory 580  2021 Pro for Sale,PKR 44.75 lacs,2021,"45,000 km",Petrol,1500 cc,Automatic,page 109,https://www.pakwheels.com/used-cars/dfsk-glory-580-2021-for-sale-in-lahore-11148460
Honda Civic 7th Generation (Facelift) 2005 VTi Prosmatec 1.6 for Sale,PKR 17.25 lacs,2005,"125,000 km",Petrol,1600 cc,Automatic,page 109,https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-karachi-11156801
Honda Civic 11th Generation 2023 RS for Sale,PKR 87 lacs,2023,"25,000 km",Petrol,1500 cc,Automatic,page 109,https://www.pakwheels.com/used-cars/honda-civic-2023-for-sale-in-karachi-11156780
Honda Civic Reborn 2009 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 25.5 lacs,2009,"178,000 km",Petrol,1800 cc,Automatic,page 109,https://www.pakwheels.com/used-cars/honda-civic-2009-for-sale-in-islamabad-11156655
Honda Civic  2005 VTi Oriel Prosmatec 1.6 for Sale,PKR 21 lacs,2005,"145,000 km",Petrol,1600 cc,Automatic,page 109,https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-abbottabad-11062744
Honda Civic 7th Generation (Facelift) 2005 EXi for Sale,PKR 16.25 lacs,2005,"230,000 km",Petrol,1500 cc,Manual,page 109,https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-sialkot-11156648
Honda Civic  1996 VTi 1.6 for Sale,PKR 14 lacs,1996,"100,000 km",Petrol,1600 cc,Manual,page 109,https://www.pakwheels.com/used-cars/honda-civic-1996-for-sale-in-sargodha-11156035
Honda Civic Rebirth 2015 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 36.8 lacs,2015,"180,000 km",Petrol,1800 cc,Automatic,page 109,https://www.pakwheels.com/used-cars/honda-civic-2015-for-sale-in-karachi-11156245
Honda Civic Rebirth 2014 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 35.95 lacs,2014,"119,000 km",Petrol,1800 cc,Automatic,page 109,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-karachi-11156585
Honda Civic  2014 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 32 lacs,2014,"105,524 km",Petrol,1800 cc,Automatic,page 109,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-mirpur-ak-11155897
Honda Civic Reborn 2010 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 25 lacs,2010,"100,000 km",Petrol,1800 cc,Automatic,page 109,https://www.pakwheels.com/used-cars/honda-civic-2010-for-sale-in-lahore-11156507
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 60.5 lacs,2019,"116,000 km",Petrol,1800 cc,Automatic,page 109,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-islamabad-10664384
Honda Civic Rebirth 2014 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 36 lacs,2014,"90,000 km",Petrol,1800 cc,Automatic,page 109,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-rahim-yar-khan-11156404
Honda Civic Rebirth 2015 Oriel Prosmatec UG for Sale,PKR 38.25 lacs,2015,"100,000 km",Petrol,1800 cc,Automatic,page 110,https://www.pakwheels.com/used-cars/honda-civic-2015-for-sale-in-bahawalpur-11156393
Honda Civic Rebirth 2016 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 46 lacs,2016,"130,000 km",Petrol,1800 cc,Automatic,page 110,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-lahore-11156358
Honda Civic  2012 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 30.45 lacs,2012,"122,000 km",Petrol,1800 cc,Automatic,page 110,https://www.pakwheels.com/used-cars/honda-civic-2012-for-sale-in-lahore-11125349
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 53.5 lacs,2019,"48,000 km",Petrol,1800 cc,Automatic,page 110,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-karachi-11156294
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 52.9 lacs,2018,"75,400 km",Petrol,1800 cc,Automatic,page 110,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-lahore-11156248
Honda Civic  2026 RS for Sale,PKR 1.03 crore,2026,20 km,Petrol,1500 cc,Automatic,page 110,https://www.pakwheels.com/used-cars/honda-civic-2026-for-sale-in-lahore-11044458
Honda Civic 11th Generation 2026 Oriel for Sale,PKR 89 lacs,2026,18 km,Petrol,1500 cc,Automatic,page 110,https://www.pakwheels.com/used-cars/honda-civic-2026-for-sale-in-lahore-11044430
Honda Civic Reborn 2008 VTi Oriel 1.8 i-VTEC for Sale,PKR 22.5 lacs,2008,"200,000 km",Petrol,1800 cc,Manual,page 110,https://www.pakwheels.com/used-cars/honda-civic-2008-for-sale-in-lahore-11156172
Honda Civic  1996 VTi 1.6 for Sale,PKR 14.5 lacs,1996,"185,000 km",Petrol,1600 cc,Manual,page 110,https://www.pakwheels.com/used-cars/honda-civic-1996-for-sale-in-kohat-11156156
Honda Civic Reborn 2010 VTi 1.8 i-VTEC for Sale,PKR 25.15 lacs,2010,"112,000 km",Petrol,1800 cc,Manual,page 110,https://www.pakwheels.com/used-cars/honda-civic-2010-for-sale-in-hyderabad-11049701
Honda Civic Rebirth 2013 VTi Oriel 1.8 i-VTEC for Sale,PKR 32.9 lacs,2013,"133,178 km",Petrol,1800 cc,Manual,page 110,https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-sargodha-11156124
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,PKR 64.5 lacs,2020,"70,000 km",Petrol,1800 cc,Automatic,page 110,https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-islamabad-11156115
Honda Civic Reborn 2009 MX (Hybrid) for Sale,PKR 24 lacs,2009,"131,000 km",Hybrid,1300 cc,Automatic,page 110,https://www.pakwheels.com/used-cars/honda-civic-2009-for-sale-in-rawalpindi-11156092
Honda Civic  2024 RS for Sale,PKR 88 lacs,2024,"42,000 km",Petrol,1500 cc,Automatic,page 110,https://www.pakwheels.com/used-cars/honda-civic-2024-for-sale-in-lahore-10985980
Honda Civic Rebirth 2014 Oriel Prosmatec UG for Sale,PKR 38 lacs,2014,"92,000 km",Petrol,1800 cc,Automatic,page 110,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-karachi-11156044
Honda Civic Reborn 2008 VTi Oriel 1.8 i-VTEC for Sale,PKR 29.5 lacs,2008,"99,000 km",Petrol,1800 cc,Manual,page 110,https://www.pakwheels.com/used-cars/honda-civic-2008-for-sale-in-islamabad-11155995
Honda Civic  2012 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 24 lacs,2012,"129,000 km",Petrol,1800 cc,Automatic,page 110,https://www.pakwheels.com/used-cars/honda-civic-2012-for-sale-in-karachi-10905013
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 51.5 lacs,2018,"105,000 km",Petrol,1800 cc,Automatic,page 110,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-peshawar-11155991
Honda Civic Reborn 2008 VTi 1.8 i-VTEC for Sale,PKR 23.85 lacs,2008,"123,123 km",Petrol,1800 cc,Manual,page 110,https://www.pakwheels.com/used-cars/honda-civic-2008-for-sale-in-islamabad-11155942
Honda Civic  2020 1.5 RS Turbo for Sale,PKR 64 lacs,2020,"63,000 km",Petrol,1500 cc,Automatic,page 110,https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-mian-channu-11155894
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 72 lacs,2021,"47,000 km",Petrol,1800 cc,Automatic,page 110,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-mansehra-11155857
Honda Civic  2018 1.8 i-VTEC CVT for Sale,PKR 53.65 lacs,2018,"96,613 km",Petrol,1800 cc,Automatic,page 110,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-islamabad-11155833
Honda Civic 11th Generation 2022 RS for Sale,PKR 85.6 lacs,2022,"82,000 km",Petrol,1500 cc,Automatic,page 110,https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-islamabad-11155770
Honda Civic  2014 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 36.5 lacs,2014,"160,000 km",Petrol,1800 cc,Automatic,page 110,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-lahore-11155229
Daihatsu Cuore  2006 CX for Sale,PKR 9.4 lacs,2006,"150,000 km",Petrol,800 cc,Manual,page 110,https://www.pakwheels.com/used-cars/daihatsu-cuore-2006-for-sale-in-lahore-11155741
Honda Civic Reborn 2011 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 26.9 lacs,2011,"189,000 km",Petrol,1800 cc,Automatic,page 111,https://www.pakwheels.com/used-cars/honda-civic-2011-for-sale-in-rawalpindi-10866403
Honda Civic  2017 1.8 i-VTEC CVT for Sale,PKR 45 lacs,2017,"168,000 km",Petrol,1800 cc,Automatic,page 111,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-rawalpindi-11155706
Honda Civic 7th Generation (Facelift) 2006 EXi Prosmatec for Sale,PKR 16 lacs,2006,"248,000 km",Petrol,1500 cc,Automatic,page 111,https://www.pakwheels.com/used-cars/honda-civic-2006-for-sale-in-karachi-11037332
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 69.7 lacs,2021,"67,000 km",Petrol,1800 cc,Automatic,page 111,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-attock-11155682
Honda Civic  2018  for Sale,PKR 49 lacs,2018,"72,000 km",Petrol,1800 cc,Automatic,page 111,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-quetta-11155651
Honda Civic 7th Generation (Facelift) 2006 VTi Prosmatec 1.6 for Sale,PKR 18.75 lacs,2006,"126,000 km",Petrol,1600 cc,Automatic,page 111,https://www.pakwheels.com/used-cars/honda-civic-2006-for-sale-in-lahore-11155634
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 49.25 lacs,2017,"92,000 km",Petrol,1800 cc,Automatic,page 111,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-lahore-11155593
Honda Civic 6th Generation 1996 VTi 1.6 for Sale,PKR 7.1 lacs,1996,"30,000 km",Petrol,1600 cc,Manual,page 111,https://www.pakwheels.com/used-cars/honda-civic-1996-for-sale-in-karachi-11155598
Honda Civic 6th Generation 1997 VTi 1.6 for Sale,PKR 12.5 lacs,1997,"25,000 km",Petrol,1600 cc,Manual,page 111,https://www.pakwheels.com/used-cars/honda-civic-1997-for-sale-in-multan-11155539
Honda Civic  2024 RS for Sale,PKR 87.5 lacs,2024,"42,000 km",Petrol,1500 cc,Automatic,page 111,https://www.pakwheels.com/used-cars/honda-civic-2024-for-sale-in-lahore-11155537
Honda Civic Reborn 2006 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 19.9 lacs,2006,"140,000 km",Petrol,1800 cc,Automatic,page 111,https://www.pakwheels.com/used-cars/honda-civic-2006-for-sale-in-lahore-11155506
Honda Civic  2025 RS for Sale,PKR 98 lacs,2025,"16,000 km",Petrol,1500 cc,Automatic,page 111,https://www.pakwheels.com/used-cars/honda-civic-2025-for-sale-in-rawalpindi-11155435
Honda Civic  2014 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 36.25 lacs,2014,"148,000 km",Petrol,1800 cc,Automatic,page 111,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-faisalabad-11155410
Honda Civic  2026 RS for Sale,PKR 1.02 crore,2026,80 km,Petrol,1500 cc,Automatic,page 111,https://www.pakwheels.com/used-cars/honda-civic-2026-for-sale-in-lahore-11155363
Honda Civic  2004 EXi for Sale,PKR 16.5 lacs,2004,"121,000 km",Petrol,1500 cc,Manual,page 111,https://www.pakwheels.com/used-cars/honda-civic-2004-for-sale-in-gujranwala-11155383
Honda Civic Reborn 2007 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 31.5 lacs,2007,"184,012 km",Petrol,1800 cc,Automatic,page 111,https://www.pakwheels.com/used-cars/honda-civic-2007-for-sale-in-lahore-10153213
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 58.5 lacs,2019,"123,000 km",Petrol,1800 cc,Automatic,page 111,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-islamabad-11155293
Honda Civic 11th Generation 2022 RS for Sale,PKR 82 lacs,2022,"43,000 km",Petrol,1500 cc,Automatic,page 111,https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-karachi-11155315
Honda Civic 7th Generation (Facelift) 2006 VTi 1.6 for Sale,PKR 25 lacs,2006,"165,409 km",Petrol,1600 cc,Manual,page 111,https://www.pakwheels.com/used-cars/honda-civic-2006-for-sale-in-mansehra-11155309
Honda Civic 5th Generation 1995 EX for Sale,PKR 8.5 lacs,1995,"100,000 km",Petrol,1500 cc,Manual,page 111,https://www.pakwheels.com/used-cars/honda-civic-1995-for-sale-in-rahim-yar-khan-11155302
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 53 lacs,2018,"91,000 km",Petrol,1800 cc,Automatic,page 111,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-jhang-11155291
Honda Civic Rebirth 2014 Oriel Prosmatec UG for Sale,PKR 40.5 lacs,2014,"105,000 km",Petrol,1800 cc,Automatic,page 111,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-islamabad-11155244
Honda Civic 6th Generation 1996 VTi Automatic 1.6 for Sale,PKR 10.5 lacs,1996,"200,000 km",Petrol,1600 cc,Automatic,page 111,https://www.pakwheels.com/used-cars/honda-civic-1996-for-sale-in-rawalpindi-11155203
Honda Civic 7th Generation (Facelift) 2004 EXi for Sale,PKR 17.5 lacs,2004,"170,000 km",Petrol,1500 cc,Manual,page 111,https://www.pakwheels.com/used-cars/honda-civic-2004-for-sale-in-islamabad-11155200
Honda Civic  2012  for Sale,PKR 27.5 lacs,2012,"90,000 km",Petrol,1800 cc,Automatic,page 111,https://www.pakwheels.com/used-cars/honda-civic-2012-for-sale-in-karachi-11152255
Mazda RX8  2007 Type S for Sale,PKR 39.5 lacs,2007,"40,000 km",Petrol,1300 cc,Manual,page 112,https://www.pakwheels.com/used-cars/mazda-rx8-2007-for-sale-in-lahore-11151760
Honda Civic Rebirth 2013 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 35.5 lacs,2013,"124,000 km",Petrol,1800 cc,Automatic,page 112,https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-lahore-11155130
Honda Civic Rebirth 2014 VTi 1.8 i-VTEC for Sale,PKR 36.25 lacs,2014,"150,000 km",Petrol,1800 cc,Manual,page 112,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-lahore-11155085
Honda Civic Reborn 2007 VTi Oriel 1.8 i-VTEC for Sale,PKR 18.5 lacs,2007,175 km,Petrol,1800 cc,Manual,page 112,https://www.pakwheels.com/used-cars/honda-civic-2007-for-sale-in-karachi-11155092
Honda Civic  2017 Turbo 1.5 VTEC CVT for Sale,PKR 50.8 lacs,2017,"112,000 km",Petrol,1500 cc,Automatic,page 112,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-islamabad-11052931
Honda Civic Reborn 2006 VTi Oriel 1.8 i-VTEC for Sale,PKR 18 lacs,2006,"100,000 km",Petrol,1800 cc,Manual,page 112,https://www.pakwheels.com/used-cars/honda-civic-2006-for-sale-in-rawalpindi-11155018
Honda Civic Rebirth 2013 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 31.25 lacs,2013,"137,000 km",Petrol,1800 cc,Automatic,page 112,https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-karachi-11155007
Honda Civic  1996 EXi for Sale,PKR 12.5 lacs,1996,"100,000 km",Petrol,1600 cc,Manual,page 112,https://www.pakwheels.com/used-cars/honda-civic-1996-for-sale-in-karachi-10691039
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 55.5 lacs,2017,"98,000 km",Petrol,1800 cc,Automatic,page 112,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-rawalpindi-11154972
Honda Civic  2013 Oriel Prosmatec UG for Sale,PKR 32.8 lacs,2013,"122,000 km",Petrol,1800 cc,Automatic,page 112,https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-karachi-11118190
Honda Civic  2002 VTi 1.6 for Sale,PKR 15.5 lacs,2002,"250,000 km",Petrol,1600 cc,Manual,page 112,https://www.pakwheels.com/used-cars/honda-civic-2002-for-sale-in-sargodha-11154895
Honda Civic  1990  for Sale,PKR 6.5 lacs,1990,"150,000 km",CNG,1500 cc,Manual,page 112,https://www.pakwheels.com/used-cars/honda-civic-1990-for-sale-in-sukkur-11154870
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 49.5 lacs,2018,"50,000 km",Petrol,1800 cc,Automatic,page 112,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-karachi-11154824
Honda Civic 7th Generation (Facelift) 2005 VTi Oriel UG Prosmatec 1.6 for Sale,PKR 25 lacs,2005,"140,000 km",Petrol,1600 cc,Automatic,page 112,https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-islamabad-11154823
Honda Civic  1995  for Sale,PKR 10 lacs,1995,"149,600 km",Petrol,1500 cc,Automatic,page 112,https://www.pakwheels.com/used-cars/honda-civic-1995-for-sale-in-karachi-11154819
Honda Civic  2002 VTi Oriel Prosmatec 1.6 for Sale,PKR 14.5 lacs,2002,"108,000 km",Petrol,1600 cc,Automatic,page 112,https://www.pakwheels.com/used-cars/honda-civic-2002-for-sale-in-karachi-11154773
Honda Civic  2025 Oriel for Sale,PKR 85 lacs,2025,25 km,Petrol,1500 cc,Automatic,page 112,https://www.pakwheels.com/used-cars/honda-civic-2025-for-sale-in-multan-10843037
Honda Civic  1988  for Sale,PKR 6 lacs,1988,"194,000 km",Petrol,1600 cc,Manual,page 112,https://www.pakwheels.com/used-cars/honda-civic-1988-for-sale-in-islamabad-11005183
Honda Civic  2008 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 27.75 lacs,2008,"110,000 km",Petrol,1800 cc,Automatic,page 112,https://www.pakwheels.com/used-cars/honda-civic-2008-for-sale-in-sahiwal-11154696
Honda Civic 11th Generation 2026 Oriel for Sale,PKR 88.5 lacs,2026,850 km,Petrol,1500 cc,Automatic,page 112,https://www.pakwheels.com/used-cars/honda-civic-2026-for-sale-in-faisalabad-11139841
Honda Civic  1998 VTi 1.6 for Sale,PKR 11 lacs,1998,"78,884 km",Petrol,1600 cc,Manual,page 112,https://www.pakwheels.com/used-cars/honda-civic-1998-for-sale-in-lahore-11154630
Honda Civic  2009 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 24.5 lacs,2009,"177,600 km",Petrol,1800 cc,Automatic,page 112,https://www.pakwheels.com/used-cars/honda-civic-2009-for-sale-in-lahore-11154600
Honda Civic  2003 VTi Oriel Prosmatec 1.6 for Sale,PKR 17.5 lacs,2003,"290,000 km",Petrol,1600 cc,Automatic,page 112,https://www.pakwheels.com/used-cars/honda-civic-2003-for-sale-in-islamabad-11126746
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 49.95 lacs,2018,"90,000 km",Petrol,1800 cc,Automatic,page 112,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-lahore-11154586
Honda Civic 7th Generation (Facelift) 2005 EXi for Sale,PKR 17 lacs,2005,"190,000 km",Petrol,1500 cc,Manual,page 112,https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-bahawalpur-11154564
Honda Civic  2011 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 26 lacs,2011,"100,000 km",Petrol,1800 cc,Automatic,page 113,https://www.pakwheels.com/used-cars/honda-civic-2011-for-sale-in-multan-11154551
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 64.95 lacs,2021,"62,000 km",Petrol,1800 cc,Automatic,page 113,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-lahore-11153948
Honda Civic Rebirth 2015 VTi 1.8 i-VTEC for Sale,PKR 33.3 lacs,2015,"146,000 km",Petrol,1800 cc,Manual,page 113,https://www.pakwheels.com/used-cars/honda-civic-2015-for-sale-in-islamabad-11154478
Honda Civic  1999 VTi Automatic 1.6 for Sale,PKR 13.8 lacs,1999,"120,000 km",Petrol,1800 cc,Automatic,page 113,https://www.pakwheels.com/used-cars/honda-civic-1999-for-sale-in-rawalpindi-11154476
Honda Civic  2002 EXi Prosmatec for Sale,PKR 13.5 lacs,2002,11 km,Petrol,1500 cc,Automatic,page 113,https://www.pakwheels.com/used-cars/honda-civic-2002-for-sale-in-karachi-11154454
Honda Civic  2026 RS for Sale,PKR 1.03 crore,2026,"1,000 km",Petrol,1500 cc,Automatic,page 113,https://www.pakwheels.com/used-cars/honda-civic-2026-for-sale-in-lahore-11154444
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 49 lacs,2017,"68,000 km",Petrol,1800 cc,Automatic,page 113,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-islamabad-11154431
Honda Civic  2022 Oriel for Sale,Call,2022,"55,000 km",Petrol,1500 cc,Automatic,page 113,https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-karachi-11154362
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,PKR 57.5 lacs,2020,"75,000 km",Petrol,1800 cc,Automatic,page 113,https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-karachi-11154353
Honda Civic  2017 Turbo 1.5 VTEC CVT for Sale,PKR 47.5 lacs,2017,"95,000 km",Petrol,1500 cc,Automatic,page 113,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-lahore-11154284
Honda Civic 11th Generation 2024 Oriel for Sale,PKR 81 lacs,2024,"28,000 km",Petrol,1500 cc,Automatic,page 113,https://www.pakwheels.com/used-cars/honda-civic-2024-for-sale-in-lahore-11154277
Honda Civic  2021 1.5 RS Turbo for Sale,PKR 72 lacs,2021,"85,000 km",Petrol,1500 cc,Automatic,page 113,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-peshawar-11154255
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 63.5 lacs,2021,"26,000 km",Petrol,1800 cc,Automatic,page 113,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-karachi-11154256
Honda Civic  2016 Turbo 1.5 VTEC CVT for Sale,PKR 55 lacs,2016,"123,000 km",Petrol,1500 cc,Automatic,page 113,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-islamabad-11154230
Honda Civic 7th Generation (Facelift) 2006 EXi Prosmatec for Sale,PKR 20.5 lacs,2006,"256,000 km",Petrol,1500 cc,Automatic,page 113,https://www.pakwheels.com/used-cars/honda-civic-2006-for-sale-in-rawalpindi-11154221
Honda Civic  2014 Oriel Prosmatec UG for Sale,PKR 33.5 lacs,2014,"95,000 km",Petrol,1800 cc,Automatic,page 113,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-karachi-11154189
Honda Civic 11th Generation 2025 RS for Sale,PKR 94.5 lacs,2025,"29,000 km",Petrol,1500 cc,Automatic,page 113,https://www.pakwheels.com/used-cars/honda-civic-2025-for-sale-in-islamabad-11013499
Honda Civic 7th Generation (Facelift) 2005 EXi for Sale,PKR 16.5 lacs,2005,"270,000 km",Petrol,1500 cc,Manual,page 113,https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-lahore-11154176
Honda Civic  2010 VTi 1.8 i-VTEC for Sale,PKR 21.8 lacs,2010,"114,000 km",Petrol,1800 cc,Automatic,page 113,https://www.pakwheels.com/used-cars/honda-civic-2010-for-sale-in-karachi-11154080
Honda Civic Reborn 2009 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 22 lacs,2009,"180,000 km",Petrol,1800 cc,Automatic,page 113,https://www.pakwheels.com/used-cars/honda-civic-2009-for-sale-in-mardan-11154067
Honda Civic  2016 Turbo 1.5 VTEC CVT for Sale,PKR 46.75 lacs,2016,"162,000 km",Petrol,1500 cc,Automatic,page 113,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-lahore-11119005
Honda Civic  2019  for Sale,PKR 58 lacs,2019,"93,000 km",Petrol,1800 cc,Automatic,page 113,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-kasur-11153958
Honda Civic  2009 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 22 lacs,2009,"166,633 km",Petrol,1800 cc,Automatic,page 113,https://www.pakwheels.com/used-cars/honda-civic-2009-for-sale-in-mardan-11153869
Honda Civic  2016 Oriel Prosmatec UG for Sale,PKR 46 lacs,2016,"119,000 km",Petrol,1800 cc,Automatic,page 113,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-islamabad-11153790
Honda Civic  2002 EXi for Sale,PKR 13.5 lacs,2002,"112,250 km",Petrol,1500 cc,Manual,page 113,https://www.pakwheels.com/used-cars/honda-civic-2002-for-sale-in-karachi-10905921
Honda Civic Rebirth 2014 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 42.25 lacs,2014,"84,000 km",Petrol,1800 cc,Automatic,page 114,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-islamabad-11153679
Honda Civic  2002  for Sale,PKR 15.9 lacs,2002,"199,000 km",Petrol,1500 cc,Automatic,page 114,https://www.pakwheels.com/used-cars/honda-civic-2002-for-sale-in-islamabad-11153673
Suzuki Ravi  2016 Euro II for Sale,PKR 13.99 lacs,2016,"80,000 km",Petrol,800 cc,Manual,page 114,https://www.pakwheels.com/used-cars/suzuki-ravi-2016-for-sale-in-rawalpindi-11153547
Honda Civic  2018 Hatchback 1.0 for Sale,PKR 49 lacs,2018,"113,000 km",Petrol,998 cc,Manual,page 114,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-islamabad-11153542
Honda Civic Reborn 2010 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 26.2 lacs,2010,"147,000 km",Petrol,1800 cc,Automatic,page 114,https://www.pakwheels.com/used-cars/honda-civic-2010-for-sale-in-lahore-11143024
Honda Civic  1995 EX for Sale,PKR 8.85 lacs,1995,"1,500 km",Petrol,1500 cc,Manual,page 114,https://www.pakwheels.com/used-cars/honda-civic-1995-for-sale-in-lahore-11055520
